,H4K5ac,H4K12ac,H4K8ac,H3K4ac,H3K23ac,H3K14ac,H2AK5ac,H3K18ac,H3K9ac,H3K56ac,H3K27ac,H3K4me3,H3K4me2,Htz1,H3K79me,H3S10ph,H3K4me,H4K20me,H3K36me,H3K36me2,H4K16ac,H3K79me3,H3K36me3,H4R3me2s,H4R3me,H2AS129ph
H4K5ac,4.450904790540108,0.90194543126929,0.9640348616987673,0.44034093509851857,0.4480077749971336,0.44256879102574764,0.6346895370007317,0.4175595233014544,0.30867033280547673,0.30936136960110083,0.27535609689097207,0.25677766125014045,0.1993863458092182,0.24514403842459487,0.11964704365354883,0.025380395507264453,0.11253983558543013,0.09625968714905397,0.13589337625859343,0.12841822097582423,0.0834413898678914,0.252096231978717,0.32778742882832645,0.37563941218836483,0.28393605153719115,0.05767749333569938
H4K12ac,0.9019454312692892,4.2706911196625885,0.9920752768848047,0.4290932948284478,0.4340719638849784,0.4446414487903674,0.6139858112429408,0.3975797817348532,0.28137565531693376,0.29549317999907565,0.2676457565233967,0.24533907813354183,0.1887545541456337,0.24677413377566104,0.133453049928967,0.020907519604499214,0.08985239712675863,0.06967195513369262,0.12255308211014437,0.1095648063412451,0.0528104957499167,0.2410321461302729,0.3152861574592958,0.3359759930920969,0.26053984118595963,0.03600611699971701
H4K8ac,0.9640348616987673,0.9920752768848029,4.514090624819031,0.4893026881846847,0.4530655662989709,0.47240790283830947,0.648239737752542,0.44422000420170704,0.3232356218295518,0.3390424022435816,0.2868666214584543,0.26006906879513636,0.23600097972937562,0.25710169510347036,0.18141293231069433,0.025653521738760787,0.08187280974643762,0.05975574122564531,0.13870750577698487,0.1288638615527553,0.06843055185707136,0.29741251012635317,0.3507008681425088,0.35513058550242604,0.28155763092399155,0.052237470431938604
H3K4ac,0.44034093509851857,0.4290932948284478,0.4893026881846847,4.742631465283601,1.3244388802419795,1.3186834305546,0.7901081646407029,1.2709969974348088,1.407002069806552,1.4641891667271576,0.679467817395258,0.5379382721803694,0.2914915921003889,0.24259453467644043,0.17846838350440386,0.05311307627188988,0.16468846231335377,0.17325756305281814,0.15164976964465104,0.22163546752208774,0.10365854521558227,0.26745487786271305,0.35055621070479326,0.3853506930766919,0.20480903138926188,0.13597996756094588
H3K23ac,0.4480077749971336,0.4340719638849766,0.4530655662989709,1.3244388802419795,4.601306400024235,1.4528288520301391,0.8186534961461245,1.3262118398635447,0.9572380601863912,0.9751627207468854,0.6955780746398021,0.6593338638391302,0.3920008790864973,0.2153722489691141,0.12411402186121911,0.056812731565832664,0.1936865956319309,0.19176295526068188,0.13892192872142317,0.2594803668501733,0.09512608910603149,0.18879178763965854,0.29367946674577006,0.3321823310896974,0.17656858052136037,0.11237471382847453
H3K14ac,0.44256879102574764,0.4446414487903674,0.4724079028383077,1.3186834305546,1.4528288520301373,4.865213079273129,0.8540436215641662,1.460719863112411,0.7994714889151417,0.8895321665323479,0.520858327043717,1.0185921818351513,0.5361838807838701,0.24157121569584916,0.14442073481539275,0.06410836103042605,0.26545230429507427,0.2169434901855123,0.13544396255560187,0.31391277815031415,0.07130859819579705,0.19463369539292152,0.30415572149830794,0.346407336677915,0.19665795683068943,0.15896278596599878
H2AK5ac,0.6346895370007317,0.6139858112429426,0.6482397377525437,0.7901081646407064,0.8186534961461245,0.8540436215641662,4.472396740650912,0.8316973872048621,0.5416152465068436,0.5708813369633994,0.4179213721627004,0.5177399582851745,0.313510045669787,0.328130311425225,0.11501429700001253,0.03287979193748036,0.17310249626117802,0.19623159981702187,0.1362044531656874,0.2192952016147487,0.061170367998785835,0.24608772371975718,0.37216403028770273,0.47960297654068995,0.2835564695739663,0.06489848820098842
H3K18ac,0.41755952330145263,0.3975797817348532,0.44422000420170704,1.270996997434807,1.3262118398635447,1.460719863112411,0.8316973872048621,5.194982051387898,1.0160431495066309,0.9976770694352712,0.5620894790594431,0.9282762331104486,0.5205605597522709,0.2235298935948169,0.11365567475115945,0.0675321365332362,0.30720200245904294,0.29210271238799024,0.14645151187864514,0.28154767311992757,0.0830864787786556,0.23098172634905723,0.29011523458255795,0.4281581728527506,0.2107106255502309,0.1996467165240965
H3K9ac,0.30867033280547673,0.281375655316932,0.32323562182955,1.407002069806552,0.9572380601863912,0.7994714889151417,0.5416152465068436,1.0160431495066273,4.5450986058883345,1.4533630878238482,0.6542470971503311,0.3703370927196037,0.1709141182356131,0.1721018681103903,0.13725008080326795,0.0352515327836862,0.1657290520858936,0.18072138849545105,0.13357712132441257,0.1617447488807624,0.1464958968545158,0.2506094037585367,0.28570798394153485,0.3344290709343589,0.14720269544018905,0.1411469922706594
H3K56ac,0.30936136960109906,0.2954931799990739,0.33904240224357984,1.4641891667271594,0.9751627207468854,0.8895321665323479,0.5708813369633994,0.997677069435273,1.453363087823849,4.11069968945349,0.6986421234496651,0.3760849761268279,0.2229702210833544,0.1957582615619664,0.17046056788031017,0.05177935352872076,0.13816834923831678,0.15402761825906985,0.14513120303963056,0.18210492079649754,0.13507642814377085,0.2569858427459373,0.28629625118889734,0.3311397677956016,0.1482064826513092,0.12995923461959435
